feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
184231|Lange Canyon|Valley|Colorado|08|La Plata|067|Baldy Mountain|10/13/1978|02/02/2018||||371643N|1072941W|37.2787066|-107.4947359|371519N|1072812W|37.2553427|-107.4698897
184232|Hayden Reservoir Number One|Reservoir|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|11/06/2024||||371608N|1072806W|37.26901|-107.4684|||0.0|0.0
184233|Klondike Park|Flat|Colorado|08|La Plata|067|Baldy Mountain|10/13/1978|||||371704N|1072937W|37.2844477|-107.4936647|||0.0|0.0
184234|Hayden Creek|Stream|Colorado|08|La Plata|067|Baldy Mountain|10/13/1978|||||371643N|1072934W|37.2786145|-107.4928312|371547N|1072746W|37.2630556|-107.4627778
184236|Arbogas Flats|Flat|Colorado|08|La Plata|067|Baldy Mountain|10/13/1978|||||371914N|1072905W|37.3205585|-107.484776|||0.0|0.0
184237|Indian Mountain|Summit|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|11/14/2017||||372217N|1072844W|37.3712782|-107.4789757|||0.0|0.0
184238|Skunk Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371634N|1072750W|37.2761144|-107.4639414|371656N|1072633W|37.2822222|-107.4425
184240|Crib Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371733N|1072621W|37.2925031|-107.4392186|||0.0|0.0
184241|Yellowjacket Pass|Gap|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371545N|1072655W|37.2625034|-107.448663|||0.0|0.0
184242|Dry Lake Reservoir|Reservoir|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|02/12/2019||||371623N|1072301W|37.272952|-107.3836125|||0.0|0.0
184243|Little Beaver Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371753N|1072821W|37.2980587|-107.472553|371727N|1072628W|37.2908333|-107.4411111
184244|Muddy Lakes Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371739N|1072618W|37.2941698|-107.4383853|||0.0|0.0
184245|Jungle Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371754N|1072627W|37.2983364|-107.4408855|||0.0|0.0
184246|Uncle Charlie Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371813N|1072601W|37.3036141|-107.4336631|||0.0|0.0
184248|Devils Hole|Basin|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371750N|1072412W|37.2972252|-107.4033843|||0.0|0.0
184249|Jungle Canyon|Valley|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|02/02/2018||||371800N|1072730W|37.300126|-107.4582766|371840N|1072637W|37.3111273|-107.4436054
184251|Rocky Canyon|Valley|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|02/02/2018||||371839N|1072826W|37.3107346|-107.4737506|371915N|1072728W|37.3209467|-107.4578688
184252|Rock Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371857N|1072728W|37.3158362|-107.4578307|||0.0|0.0
184253|Snyder Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371933N|1072837W|37.3258362|-107.4769981|||0.0|0.0
184254|Frying Pan Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372111N|1072514W|37.3530327|-107.4205268|||0.0|0.0
184255|Heflin Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371711N|1072303W|37.2863919|-107.3842169|372113N|1072512W|37.3536111|-107.42
184256|Ute Park|Flat|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371713N|1072617W|37.2869475|-107.4381074|||0.0|0.0
184257|Old Cabin Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||371926N|1072509W|37.3237718|-107.4191766|||0.0|0.0
184258|Mexican Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||371921N|1072431W|37.3225947|-107.4085523|||0.0|0.0
184259|Arthur Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371946N|1072651W|37.3294472|-107.4475528|||0.0|0.0
184260|Cabin Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||371950N|1072531W|37.3306867|-107.425303|||0.0|0.0
184261|Hidden Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||371933N|1072416W|37.3257351|-107.4044114|||0.0|0.0
184262|Mountain Lion Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||371952N|1072524W|37.3309886|-107.4232673|||0.0|0.0
184263|Heflin Spring Number 2|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372008N|1072437W|37.3355449|-107.4102195|||0.0|0.0
184264|Heflin Spring Number 1|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372016N|1072428W|37.3378949|-107.4078046|||0.0|0.0
184265|Bearwallow Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371950N|1072806W|37.3305584|-107.4683868|||0.0|0.0
184266|Spruce Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371954N|1072816W|37.3316695|-107.4711647|||0.0|0.0
184267|Bearwallow Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||371952N|1072851W|37.3311139|-107.4808872|372040N|1072727W|37.3444444|-107.4575
184268|Moonlick Spring Number 1|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372020N|1072636W|37.3389133|-107.4434328|||0.0|0.0
184269|Moonlick Spring Number 2|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372027N|1072650W|37.3408954|-107.4472299|||0.0|0.0
184270|T N Y Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372052N|1072750W|37.3477805|-107.4639424|||0.0|0.0
184271|Turkey Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372055N|1072656W|37.3485289|-107.4489236|||0.0|0.0
184272|Mud Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372110N|1072638W|37.3529064|-107.4438339|||0.0|0.0
184273|Iron Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372122N|1072739W|37.3561137|-107.4608869|||0.0|0.0
184274|Beaver Meadow Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372138N|1072712W|37.3605582|-107.4533868|||0.0|0.0
184275|Beaver Meadows|Flat|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372130N|1072732W|37.3583359|-107.4589424|||0.0|0.0
184276|High Point Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372204N|1072855W|37.3677803|-107.4819988|||0.0|0.0
184277|Baldy Mountain|Summit|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|11/14/2017||||372058N|1072512W|37.3494411|-107.4200419|||0.0|0.0
184278|Sheep Creek Spring|Spring|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|04/18/2011||||372039N|1072420W|37.3441937|-107.4055877|||0.0|0.0
184280|Medicine Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372227N|1072313W|37.3741692|-107.3869962|372057N|1072350W|37.3491667|-107.3972222
184281|Grass Creek|Stream|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|||||372220N|1072421W|37.3722247|-107.4058856|372114N|1072425W|37.3538889|-107.4069444
184282|Sheep Mountain|Summit|Colorado|08|Archuleta|007|Baldy Mountain|10/13/1978|11/14/2017||||372209N|1072259W|37.3691633|-107.3830967|||0.0|0.0
184283|Devil Creek|Stream|Colorado|08|Archuleta|007|Chimney Rock|10/13/1978|||||371113N|1071957W|37.1869481|-107.3325473|372126N|1071518W|37.3572247|-107.2550477
184284|West Fork Devil Creek|Stream|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|||||371626N|1071339W|37.2738919|-107.2275453|372119N|1071544W|37.3552803|-107.2622701
184285|Horse Creek|Stream|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371810N|1072049W|37.3027806|-107.3469938|371710N|1071652W|37.2861111|-107.2811111
184286|Elk Creek|Stream|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371615N|1072035W|37.2708363|-107.3431043|371710N|1071748W|37.2861111|-107.2966667
184287|Cooper Canyon|Valley|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|04/12/2016||||371513N|1072035W|37.2535509|-107.3430367|371535N|1071921W|37.259705|-107.322498
184288|Little Devil Creek|Stream|Colorado|08|Archuleta|007|Chimney Rock|10/13/1978|||||371315N|1071700W|37.2208365|-107.2833795|371654N|1071707W|37.2816695|-107.2853249
184289|Coffee Creek|Stream|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371843N|1072041W|37.3119472|-107.3447717|371857N|1071909W|37.3158333|-107.3191667
184290|Dudley Creek|Stream|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371915N|1072029W|37.320836|-107.3414384|371911N|1071658W|37.3197222|-107.2827778
184291|First Box Canyon|Valley|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|10/26/2016||||371951N|1072019W|37.3309224|-107.3386735|372112N|1071929W|37.3532594|-107.3248565
184292|Mule Mountain|Summit|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|06/11/2019|Official|Board Decision|01/01/1967|371538N|1071841W|37.2605219|-107.3114893|||0.0|0.0
184294|Mesa Spring Number 1|Spring|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|04/18/2011||||371626N|1071812W|37.2739477|-107.3033428|||0.0|0.0
184295|Farrow Spring|Spring|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|04/18/2011||||371601N|1071729W|37.2669051|-107.2912557|||0.0|0.0
184296|Mesa Spring Number 2|Spring|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|04/18/2011||||371647N|1071644W|37.2797817|-107.278867|||0.0|0.0
184297|Horse Mountain Springs|Spring|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371803N|1071652W|37.300836|-107.2811585|||0.0|0.0
184298|Horse Mountain|Summit|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|06/11/2019|Official|Board Decision|01/01/1967|371829N|1071711W|37.3081765|-107.2862962|||0.0|0.0
184299|Ford Spring|Spring|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||371845N|1071607W|37.3125027|-107.2686584|||0.0|0.0
184300|Lost Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|||||371903N|1071223W|37.3175032|-107.2064345|||0.0|0.0
184302|Devil Mountain|Summit|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|06/11/2019||||371702N|1071634W|37.2839587|-107.2759761|||0.0|0.0
184303|Monument Park|Flat|Colorado|08|Archuleta|007|Devil Mountain|10/13/1978|||||372007N|1071627W|37.3352804|-107.2742145|||0.0|0.0
184304|Peterson Gulch|Valley|Colorado|08|Archuleta|007|Lonetree Canyon|10/13/1978|07/20/2016||||371419N|1070816W|37.2384877|-107.1378071|371551N|1070855W|37.2640413|-107.1485095
184305|Perry Draw|Valley|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||372046N|1071012W|37.3459742|-107.1701194|372224N|1070812W|37.3733314|-107.1367476
184306|Snow Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|04/18/2011||||371551N|1071417W|37.2642901|-107.2379674|||0.0|0.0
184308|Sawmill Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371609N|1071231W|37.2691889|-107.2084806|||0.0|0.0
184309|Osborn Reservoir Number 1|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371646N|1071206W|37.2794937|-107.2017589|||0.0|0.0
184310|Gopher Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371616N|1070927W|37.2712128|-107.1576258|||0.0|0.0
184311|Round Park Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371631N|1070754W|37.2752429|-107.131711|||0.0|0.0
184312|Butcher Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|04/18/2011||||371703N|1071019W|37.2842827|-107.1718078|||0.0|0.0
184313|Chris Mountain|Summit|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||371741N|1071116W|37.294605|-107.187855|||0.0|0.0
184314|Osborn Reservoir Number 2|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371743N|1071138W|37.2952742|-107.1939995|||0.0|0.0
184316|Brockover Mesa|Summit|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||371711N|1071003W|37.2864596|-107.1674038|||0.0|0.0
184317|Newt Jack Spring Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/06/2024||||371741N|1070841W|37.29461|-107.14467|||0.0|0.0
184318|Turkey Springs Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/06/2024||||371747N|1071000W|37.29633|-107.1668|||0.0|0.0
184320|Perino Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371923N|1070846W|37.3230854|-107.1461882|||0.0|0.0
184321|Park Reservoir|Reservoir|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|02/12/2019||||371842N|1070903W|37.3118044|-107.1509411|||0.0|0.0
184322|Mud Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|04/18/2011||||371908N|1070952W|37.3188299|-107.1644505|||0.0|0.0
184323|Hotz Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|||||371852N|1071200W|37.3144477|-107.2000454|||0.0|0.0
184324|Middle Mountain Spring|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|04/18/2011||||371823N|1071341W|37.306443|-107.2280411|||0.0|0.0
184326|Middle Mountain|Summit|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||372015N|1071405W|37.3375699|-107.2346299|||0.0|0.0
184327|Flatiron Mesa|Summit|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||372036N|1071157W|37.3433561|-107.199042|||0.0|0.0
184328|Roush Draw|Valley|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||372032N|1071001W|37.3423434|-107.1669953|372204N|1070743W|37.3678901|-107.1285804
184329|Driveway Springs|Spring|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|||||372015N|1071314W|37.337503|-107.220602|||0.0|0.0
184330|Dunagan Canyon|Valley|Colorado|08|Archuleta|007|Chris Mountain|10/13/1978|11/09/2018||||371929N|1071107W|37.3247179|-107.1853082|372017N|1070958W|37.3380556|-107.1660634
184332|Snowball Creek|Stream|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||372039N|1070007W|37.3441726|-107.0019853|372327N|1065830W|37.3908395|-106.9750415
184333|Stevens Draw|Valley|Colorado|08|Archuleta|007|Oakbrush Hill|10/13/1978|12/19/2017||||371459N|1070705W|37.2497094|-107.1181801|371526N|1070611W|37.2571907|-107.1030914
184334|Stinking Springs Canyon|Valley|Colorado|08|Archuleta|007|Oakbrush Hill|10/13/1978|07/22/2023||||371307N|1070116W|37.2184731|-107.0211507|371514N|1070256W|37.2540208|-107.0488903
184335|Sunetha Flats|Flat|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||371550N|1070402W|37.2638938|-107.0672631|||0.0|0.0
184336|Lake Pagosa|Reservoir|Colorado|08|Archuleta|007|Pagosa Springs|08/31/1992|02/12/2019|Official|Board Decision|01/01/1991|371646N|1070457W|37.279532|-107.0824998|||0.0|0.0
184338|Pagosa Springs|Populated Place|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|06/07/2022||||371610N|1070035W|37.26945|-107.0097617|||0.0|0.0
184339|Hot Springs|Spring|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||371553N|1070039W|37.2647278|-107.0108728|||0.0|0.0
184340|McCabe Creek|Stream|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||371555N|1070049W|37.2652834|-107.0136506|372045N|1070154W|37.3458333|-107.0316667
184341|Dutton Creek|Stream|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||371619N|1070628W|37.2719488|-107.1078199|372148N|1070420W|37.3633333|-107.0722222
184342|Martinez Canyon|Valley|Colorado|08|Archuleta|007|Lonetree Canyon|10/13/1978|07/20/2016||||371419N|1070748W|37.2386367|-107.1300618|371624N|1070623W|37.2733237|-107.1064268
184343|Dutton Park|Flat|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||371830N|1070417W|37.3083382|-107.0714308|||0.0|0.0
184345|Stevens Reservoir|Reservoir|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|02/12/2019||||371807N|1070423W|37.3020008|-107.0730088|||0.0|0.0
184346|Oakbrush Hill|Summit|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|02/12/2020||||371809N|1070547W|37.3024739|-107.096272|||0.0|0.0
184348|Lake Hatcher|Reservoir|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|02/12/2019||||371858N|1070647W|37.316232|-107.1129944|||0.0|0.0
184349|Hidden Valley|Valley|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|12/20/2017||||371908N|1070241W|37.3189413|-107.0448322|372041N|1070244W|37.3448292|-107.0455562
184350|Coyote Hill|Summit|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|02/12/2020|Official|Board Decision|01/01/1967|371953N|1070627W|37.3314584|-107.1074686|||0.0|0.0
184351|Nichols Draw|Valley|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|11/09/2018||||372041N|1070631W|37.3446273|-107.1085491|372214N|1070726W|37.3705733|-107.1239634
184352|Briar Ditch|Canal|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||372000N|1070036W|37.3333391|-107.0100408|||0.0|0.0
184354|Snowball Extension Ditch|Canal|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|10/13/2020||||371958N|1070016W|37.3326827|-107.0043147|||0.0|0.0
184355|Highline Ditch|Canal|Colorado|08|Archuleta|007|Pagosa Springs|10/13/1978|||||372050N|1070006W|37.3472281|-107.0017076|||0.0|0.0
184356|Spring Gulch|Valley|Colorado|08|La Plata|067|Basin Mountain|10/13/1978|03/22/2016||||370801N|1075321W|37.133638|-107.8890594|371023N|1075138W|37.1731542|-107.8606454
184357|Sunnyside Mesa|Summit|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/09/2019||||370848N|1075213W|37.1466322|-107.8702961|||0.0|0.0
184359|Sanchez Draw|Valley|Colorado|08|La Plata|067|Bondad Hill|10/13/1978|03/25/2016||||370625N|1075111W|37.1068103|-107.8530579|370749N|1075130W|37.1303692|-107.8583498
184360|Teti Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|10/26/2016||||370734N|1075010W|37.1260903|-107.8362371|370810N|1075040W|37.136037|-107.8445548
184361|Phillips Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||370748N|1074938W|37.1300792|-107.8271577|370923N|1074953W|37.1563197|-107.8312767
184362|Sutton Draw|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|10/26/2016||||370808N|1075000W|37.1354718|-107.833374|370845N|1075013W|37.1458359|-107.8369118
184363|Dry Creek|Stream|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||370751N|1074909W|37.130836|-107.819231|371206N|1074905W|37.2016667|-107.8180556
184364|Cottonwood Gulch|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||370802N|1074802W|37.1337522|-107.8005289|371420N|1074801W|37.2389963|-107.8001417
184365|Pine Gulch|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||370752N|1074733W|37.1311485|-107.7925811|371446N|1074707W|37.2461969|-107.785316
184366|West Fork Cottonwood Gulch|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371008N|1074731W|37.1688645|-107.7920438|371238N|1074906W|37.2104792|-107.818294
184368|Cottonwood Lateral|Canal|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||371100N|1074706W|37.1833365|-107.7850635|||0.0|0.0
184369|Pine Lateral|Canal|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||371200N|1074637W|37.2000033|-107.7770078|||0.0|0.0
184370|Cedar Lateral|Canal|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||371210N|1074606W|37.2027812|-107.7683964|||0.0|0.0
184371|Pastorius Reservoir|Reservoir|Colorado|08|La Plata|067|Loma Linda|10/13/1978|02/12/2019||||371201N|1074843W|37.2001596|-107.8120281|||0.0|0.0
184372|Sale Barn Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371325N|1075123W|37.2237098|-107.8564677|371407N|1075036W|37.2352123|-107.8433742
184373|Wilson Gulch|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371302N|1075115W|37.217325|-107.8541334|371443N|1074841W|37.2451708|-107.8113725
184374|Grandview|Populated Place|Colorado|08|La Plata|067|Loma Linda|10/13/1978|06/07/2022||||371339N|1074937W|37.227503|-107.8270093|||0.0|0.0
184375|Piñon Acres|Populated Place|Colorado|08|La Plata|067|Loma Linda|10/13/1978|06/07/2022||||371340N|1074902W|37.2277809|-107.8172868|||0.0|0.0
184376|Loma Linda|Populated Place|Colorado|08|La Plata|067|Loma Linda|10/13/1978|06/07/2022||||371327N|1074745W|37.22417|-107.7958973|||0.0|0.0
184379|Lone Pine Gulch|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|04/27/2016||||371210N|1074510W|37.2028279|-107.7526521|371431N|1074640W|37.2418463|-107.777838
184380|McClure Murray Ditch|Canal|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||371400N|1074537W|37.2333369|-107.7603406|||0.0|0.0
184381|Carbon Junction|Populated Place|Colorado|08|La Plata|067|Loma Linda|10/13/1978|06/07/2022||||371415N|1075200W|37.2375027|-107.8667327|||0.0|0.0
184382|Carbon Junction Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371409N|1075202W|37.2359184|-107.8673032|371454N|1075123W|37.2481976|-107.8564187
184383|R E A Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371357N|1075150W|37.2325779|-107.8639064|371458N|1075038W|37.2494349|-107.8439753
184384|Big Canyon|Valley|Colorado|08|La Plata|067|Loma Linda|10/13/1978|07/20/2016||||371347N|1075138W|37.2298135|-107.8604393|371424N|1075045W|37.2399775|-107.8457578
184385|Salt Creek|Stream|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||370748N|1074713W|37.1300029|-107.7870079|371347N|1074157W|37.2297259|-107.6992273
184386|Trumble Draw|Valley|Colorado|08|La Plata|067|Long Mountain|10/13/1978|07/20/2016||||370606N|1075305W|37.1016986|-107.8847553|371307N|1074949W|37.2186055|-107.830387
184387|Coop Ditch|Canal|Colorado|08|La Plata|067|Loma Linda|10/13/1978|||||371230N|1074912W|37.2083363|-107.8200645|||0.0|0.0
184388|Brice Canyon|Valley|Colorado|08|La Plata|067|Gem Village|10/13/1978|04/27/2016||||371215N|1074458W|37.2040825|-107.7493209|371115N|1074845W|37.1875|-107.8125
184389|Yeager Canyon|Valley|Colorado|08|La Plata|067|Gem Village|10/13/1978|10/25/2016||||371201N|1074014W|37.2003194|-107.6706699|371250N|1074012W|37.2139837|-107.6701379
184390|Ignacio Creek|Stream|Colorado|08|La Plata|067|Gem Village|10/13/1978|05/07/2026||||370746N|1073912W|37.12948|-107.65327|371254N|1074047W|37.2150036|-107.6797821
184391|Gem Village|Populated Place|Colorado|08|La Plata|067|Gem Village|10/13/1978|06/07/2022||||371309N|1073814W|37.2191704|-107.6372804|||0.0|0.0
184392|Brinks Draw|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||370830N|1073723W|37.141721|-107.6229827|371021N|1073749W|37.1725354|-107.6301985
184393|Rock Creek|Stream|Colorado|08|La Plata|067|Ignacio|10/13/1978|||||370601N|1073733W|37.1002815|-107.6258904|371038N|1074031W|37.1772258|-107.6753373
184397|Ridge Ditch|Canal|Colorado|08|La Plata|067|Gem Village|10/13/1978|||||371134N|1074232W|37.1927813|-107.7089498|||0.0|0.0
184398|Spring Creek|Stream|Colorado|08|La Plata|067|Tiffany|10/13/1978|||||370016N|1073556W|37.0044484|-107.598944|371147N|1072755W|37.1963928|-107.4653293
184399|Long Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||371310N|1073017W|37.2193845|-107.5047913|371442N|1072911W|37.2449364|-107.4864335
184400|Armstrong Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||371258N|1073202W|37.2161993|-107.5338375|371214N|1072753W|37.2039018|-107.4648371
184401|Ute Creek|Stream|Colorado|08|La Plata|067|Tiffany|10/13/1978||Official|Board Decision|01/01/1971|370513N|1073653W|37.0869482|-107.6147787|371150N|1072839W|37.1972261|-107.4775519
184402|Ritter Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||371227N|1073212W|37.2074392|-107.5366012|371146N|1072848W|37.1960783|-107.4800404
184403|Zabel Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||370903N|1073134W|37.1509255|-107.5261724|371055N|1072930W|37.1820366|-107.4917503
184404|Ute Creek Lateral|Canal|Colorado|08|La Plata|067|Bayfield|10/13/1978|||||370815N|1073552W|37.1375038|-107.5978338|||0.0|0.0
184405|Pine River Bayfield Ditch|Canal|Colorado|08|La Plata|067|Bayfield|10/13/1978|||||371020N|1073222W|37.1722262|-107.5394984|||0.0|0.0
184406|Green Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||371018N|1073217W|37.1716557|-107.537952|371106N|1073059W|37.1849684|-107.5162971
184407|Reservoir Canyon|Valley|Colorado|08|La Plata|067|Bayfield|10/13/1978|03/22/2016||||371114N|1073258W|37.1872861|-107.5493098|371119N|1073029W|37.1887346|-107.5079334
184408|Ceanoboo Ditch|Canal|Colorado|08|La Plata|067|Bayfield|10/13/1978|||||371130N|1073404W|37.1916705|-107.567833|||0.0|0.0
184409|Crowbar Creek|Stream|Colorado|08|La Plata|067|Bayfield|10/13/1978|||||371245N|1073404W|37.2125038|-107.5678332|371434N|1073101W|37.2427778|-107.5169444
184411|Bayfield|Populated Place|Colorado|08|La Plata|067|Bayfield|10/13/1978|06/07/2022||||371332N|1073553W|37.2255593|-107.5981123|||0.0|0.0
