feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
169636|Shorty Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405253N|1072043W|40.8813566|-107.3453383|405045N|1072141W|40.8458016|-107.3614499
169637|Beaver Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405343N|1072002W|40.8952453|-107.3339491|405000N|1072252W|40.8333018|-107.3811727
169638|Lake Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405343N|1071957W|40.8952453|-107.3325601|405303N|1071449W|40.8841348|-107.2470024
169639|Cantling Creek|Stream|Colorado|08|Routt|107|Tumble Mountain|10/13/1978|||||410000N|1071456W|40.9999656|-107.2489466|405458N|1075207W|40.9160769|-107.868688
169640|O-Wi-Yu-Kuts Flats|Flat|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|||||405639N|1090240W|40.9441264|-109.0445657|||0.0|0.0
169641|O-Wi-Yu-Kuts Mountains|Range|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|08/31/2022||||405706N|1090246W|40.9517032|-109.0460241|||0.0|0.0
169642|O-Wi-Yu-Kuts Draw|Valley|Utah|49|Daggett|009|Willow Creek Butte|10/13/1978|02/23/2018||||405713N|1090425W|40.9537065|-109.0735058|405646N|1090246W|40.9460552|-109.0462244
169643|O-Wi-Yu-Kuts Creek|Stream|Utah|49|Daggett|009|Willow Creek Butte|10/13/1978|11/08/2010||||405709N|1090516W|40.9526|-109.08791|405721N|1090200W|40.9558333|-109.0333333
169644|O-Wi-Yu-Kuts Spring|Spring|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|04/18/2011||||405725N|1090218W|40.9570754|-109.0382732|||0.0|0.0
169645|Slippery Jim Spring|Spring|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|04/18/2011||||405955N|1090046W|40.9986208|-109.0126593|||0.0|0.0
169646|Summit Spring|Spring|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|04/18/2011||||405507N|1090034W|40.9185781|-109.0094867|||0.0|0.0
169647|Little Beaver Creek|Stream|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|||||405515N|1090214W|40.9207931|-109.0373432|405628N|1090145W|40.9411111|-109.0291667
169648|Honeymoon Spring|Spring|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|04/18/2011||||405628N|1090147W|40.9410911|-109.0295934|||0.0|0.0
169649|Buck Knoll|Summit|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|02/22/2020||||405829N|1090134W|40.9748373|-109.0260486|||0.0|0.0
169650|Kleins Hill|Summit|Colorado|08|Moffat|081|Willow Creek Butte|10/13/1978|02/22/2020||||405914N|1090134W|40.9872053|-109.0261344|||0.0|0.0
169651|Galloway Creek|Stream|Utah|49|Daggett|009|Willow Creek Butte|10/13/1978|11/08/2010||||405801N|1090440W|40.96682|-109.07776|405848N|1090145W|40.97996|-109.02903
169652|Bar Creek|Stream|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405607N|1085803W|40.9352379|-108.9676183|405704N|1090120W|40.9510707|-109.0223424
169653|Morales Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405520N|1085854W|40.9222095|-108.9815623|||0.0|0.0
169654|Spitzie Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405513N|1085609W|40.9203507|-108.9358919|||0.0|0.0
169655|The Pines|Area|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405525N|1085314W|40.9235719|-108.8873382|||0.0|0.0
169656|Jug Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405512N|1085523W|40.9199606|-108.9231726|||0.0|0.0
169657|Cottonwood Springs|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405458N|1085455W|40.9160718|-108.9153945|||0.0|0.0
169658|Wash Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405433N|1085556W|40.9091006|-108.9321074|||0.0|0.0
169659|Spitzie Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404952N|1085808W|40.8311092|-108.9689321|405417N|1085610W|40.9046315|-108.9361948
169660|Bear Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405402N|1085432W|40.9005921|-108.9088403|||0.0|0.0
169661|Willow Springs|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405350N|1085338W|40.8972598|-108.8939579|||0.0|0.0
169662|Willow Springs|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405519N|1085707W|40.9219047|-108.9520623|||0.0|0.0
169663|Beaver Basin|Basin|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405652N|1085752W|40.9477378|-108.9645626|||0.0|0.0
169664|Skeltcher Creek|Stream|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405654N|1085745W|40.9482933|-108.9626181|405837N|1090217W|40.9769038|-109.0381764
169665|Middle Mountain|Summit|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|11/20/2018||||405838N|1085646W|40.9772621|-108.9460708|||0.0|0.0
169666|West End Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405929N|1085851W|40.9913484|-108.9809519|||0.0|0.0
169667|Willow Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405620N|1085342W|40.9388495|-108.8951161|||0.0|0.0
169668|My Valley|Valley|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|11/20/2018||||405626N|1085326W|40.940478|-108.8904709|405710N|1085304W|40.9526819|-108.8843785
169669|Diamond Peak|Summit|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|11/20/2018||||405701N|1085241W|40.9503943|-108.8781386|||0.0|0.0
169671|Rocky Reservoir|Reservoir|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|09/25/2024||||405720N|1085355W|40.95565|-108.89862|||0.0|0.0
169672|Antelope Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405714N|1085528W|40.9539919|-108.9244491|||0.0|0.0
169673|Antone Gap|Gap|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405747N|1085453W|40.9630159|-108.914839|||0.0|0.0
169674|Bishop Peak|Summit|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|03/24/2018||||405746N|1085531W|40.9627827|-108.9252335|||0.0|0.0
169675|Elk Meadow|Flat|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405806N|1085616W|40.9682933|-108.9378951|||0.0|0.0
169676|Richies Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405759N|1085846W|40.9663486|-108.979563|||0.0|0.0
169677|Bobs Spring|Spring|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|04/18/2011||||405806N|1085708W|40.9682377|-108.9523497|||0.0|0.0
169678|Fisher Creek|Stream|Colorado|08|Moffat|081|Scrivner Butte|10/13/1978|||||410007N|1084709W|41.0019054|-108.7859465|405838N|1085140W|40.9771828|-108.8612263
169679|Diamond Field Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405848N|1085041W|40.9800709|-108.8447385|405710N|1085227W|40.9528999|-108.8742159
169680|Fish Reservoirs|Reservoir|Colorado|08|Moffat|081|Sparks|10/13/1978|03/20/2019||||405614N|1085225W|40.9373238|-108.873484|||0.0|0.0
169681|G Meadows|Flat|Colorado|08|Moffat|081|Sparks|10/13/1978|||||405703N|1084830W|40.9507945|-108.808447|||0.0|0.0
169682|Hanging Tree Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405706N|1084701W|40.951563|-108.7835145|405647N|1085050W|40.9463666|-108.8470838
169684|G Flats|Flat|Colorado|08|Moffat|081|Sparks|10/13/1978|||||405601N|1084735W|40.9335726|-108.7931687|||0.0|0.0
169688|Antone Canyon|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405452N|1084620W|40.9143886|-108.7722366|405303N|1084823W|40.8840699|-108.8063466
169689|Buck Basin|Basin|Colorado|08|Moffat|081|Sparks|10/13/1978|||||405341N|1084821W|40.894684|-108.8059468|||0.0|0.0
169690|Big Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405450N|1084822W|40.9138811|-108.8061402|405336N|1084918W|40.893457|-108.8216197
169691|Buck Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405451N|1084826W|40.9141356|-108.8073505|405354N|1084949W|40.8984174|-108.8304044
169692|Choke Cherry Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405457N|1085052W|40.915784|-108.8477544|405348N|1085154W|40.8965644|-108.8649754
169693|Fondillos Draw|Valley|Colorado|08|Moffat|081|Sparks|10/13/1978|01/31/2018||||405508N|1085123W|40.9187791|-108.8563772|405355N|1085232W|40.8987111|-108.87563
169694|Cold Spring Mountain|Summit|Colorado|08|Moffat|081|Sparks|10/13/1978|02/19/2020||||405342N|1085217W|40.8950867|-108.8714073|||0.0|0.0
169695|Arthurs Reservoir|Reservoir|Colorado|08|Moffat|081|Sparks|10/13/1978|02/11/2019||||405245N|1085015W|40.879203|-108.8376161|||0.0|0.0
169696|NS Creek|Stream|Colorado|08|Moffat|081|Beaver Basin|10/13/1978|||||405500N|1085323W|40.9166276|-108.8898383|405244N|1085032W|40.8788505|-108.8423368
169697|Coyote Spring|Spring|Colorado|08|Moffat|081|Sparks|10/13/1978|||||405236N|1084934W|40.8766285|-108.8262252|||0.0|0.0
169698|Canyon Creek|Stream|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|||||405737N|1083952W|40.96024|-108.6645537|410019N|1090001W|41.0052371|-109.0003968
169699|G Wash|Stream|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|02/07/2018||||405828N|1084250W|40.9744061|-108.7139997|405652N|1085140W|40.9477386|-108.8612263
169700|Fonce Lake|Lake|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|02/11/2019||||405827N|1084451W|40.9741514|-108.7473773|||0.0|0.0
169701|Fonce Wash|Stream|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|02/07/2018||||405738N|1084432W|40.9605173|-108.742334|405658N|1085201W|40.9494052|-108.8670598
169702|G Lake|Lake|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|02/11/2019||||405642N|1084451W|40.9451247|-108.7474479|||0.0|0.0
169703|Sugarloaf Butte|Summit|Colorado|08|Moffat|081|Sugarloaf Butte|10/13/1978|02/20/2020||||405427N|1084431W|40.9075878|-108.7418732|||0.0|0.0
169704|Talamantes Creek|Stream|Colorado|08|Moffat|081|Vermillion Mesa|10/13/1978|||||404339N|1084005W|40.7274646|-108.6681639|405516N|1085527W|40.9210716|-108.9242837
169705|Shell Creek|Stream|Colorado|08|Moffat|081|Sugarloaf Butte|06/05/1979|11/08/2010||||405533N|1083731W|40.92582|-108.62526|411809N|1083926W|41.3025|-108.6572222
169706|Hiawatha|Populated Place|Colorado|08|Moffat|081|Hiawatha|10/13/1978|06/07/2022||||405918N|1083713W|40.9882955|-108.6203857|||0.0|0.0
169707|Hells Canyon|Valley|Colorado|08|Moffat|081|Hiawatha|10/13/1978|06/16/2016||||405734N|1083246W|40.9593151|-108.5461478|410022N|1083316W|41.0060328|-108.5544015
169708|Racetrack Flat|Flat|Colorado|08|Moffat|081|Coffeepot Spring|10/13/1978|||||405853N|1082451W|40.9813524|-108.4142671|||0.0|0.0
169709|Coffeepot Spring|Spring|Colorado|08|Moffat|081|Coffeepot Spring|10/13/1978|04/18/2011||||405359N|1082338W|40.8996777|-108.3939901|||0.0|0.0
169710|Eagle Rock Draw|Valley|Colorado|08|Moffat|081|Powder Wash|10/13/1978|01/12/2018||||405857N|1081702W|40.9824727|-108.2840208|410030N|1082341W|41.008405|-108.394607
169711|Beaver Slide Draw|Valley|Colorado|08|Moffat|081|Powder Wash|10/13/1978|01/12/2018||||405909N|1082008W|40.98574|-108.3354402|405642N|1082432W|40.9451048|-108.4090059
169712|Powder Wash|Populated Place|Colorado|08|Moffat|081|Powder Wash|10/13/1978|06/07/2022||||405645N|1081841W|40.9457977|-108.3114847|||0.0|0.0
169713|West Dripping Rock|Spring|Colorado|08|Moffat|081|Powder Wash|10/13/1978|||||405518N|1082213W|40.9216311|-108.370376|||0.0|0.0
169714|Ace in the Hole Draw|Valley|Colorado|08|Moffat|081|Powder Wash|10/13/1978|01/12/2018||||405847N|1081504W|40.9798092|-108.2512078|405443N|1082012W|40.9118763|-108.3365304
169715|Dans Hole Spring|Spring|Colorado|08|Moffat|081|Powder Wash|10/13/1978|04/18/2011||||405344N|1081851W|40.8956041|-108.3140848|||0.0|0.0
169716|Ruedloff Draw|Valley|Colorado|08|Moffat|081|Reservoir Draw|06/05/1979|01/18/2018||||405749N|1081004W|40.9636428|-108.1678058|410150N|1081200W|41.0305021|-108.2000381
169717|Reservoir Draw|Valley|Colorado|08|Moffat|081|Reservoir Draw|10/13/1978|01/18/2018||||405817N|1081308W|40.9712925|-108.2188175|405332N|1081359W|40.8923117|-108.233017
169718|Horse Draw|Valley|Colorado|08|Moffat|081|Reservoir Draw|10/13/1978|01/18/2018||||405809N|1081117W|40.9692518|-108.1880979|405350N|1081334W|40.897148|-108.2261367
169719|Reservoir Spring|Spring|Colorado|08|Moffat|081|Reservoir Draw|10/13/1978|||||405325N|1081411W|40.8902431|-108.2364812|||0.0|0.0
169720|Powder Wash|Stream|Colorado|08|Moffat|081|The Nipple NE|10/13/1978|||||405741N|1080059W|40.9613541|-108.0164709|405434N|1082456W|40.9094087|-108.4156557
169722|East Pole Gulch|Valley|Colorado|08|Moffat|081|Pole Gulch|10/13/1978|01/11/2018||||405732N|1073934W|40.9588046|-107.6595789|405253N|1074208W|40.881428|-107.7023003
169723|Gledhill Draw|Valley|Colorado|08|Moffat|081|Pole Gulch|10/13/1978|01/11/2018||||405926N|1074101W|40.9904468|-107.6836447|405528N|1074311W|40.9245822|-107.7196719
169724|Pole Gulch|Valley|Colorado|08|Moffat|081|Pole Gulch|10/13/1978|01/11/2018||||405919N|1073848W|40.9886463|-107.6467404|405237N|1074451W|40.87696|-107.7475885
169725|Timberlake Creek|Stream|Colorado|08|Moffat|081|Pole Gulch|10/13/1978|||||405907N|1073820W|40.985243|-107.6389578|405204N|1073947W|40.8677446|-107.6631256
169726|Fourmile Creek|Stream|Colorado|08|Moffat|081|Baggs|10/13/1978|07/08/2015||||410028N|1074149W|41.0078029|-107.6970382|404846N|1072458W|40.8127464|-107.4161737
169727|Conway Spring|Spring|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|04/18/2011||||405656N|1075108W|40.9487536|-107.852159|||0.0|0.0
169728|Monasco Spring|Spring|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|04/18/2011||||405329N|1075048W|40.891287|-107.8466449|||0.0|0.0
169729|Thornburgh Spring|Spring|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|04/18/2011||||405737N|1074637W|40.9602266|-107.7768139|||0.0|0.0
169730|Tommys Gulch|Valley|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|02/06/2018||||405929N|1074750W|40.991412|-107.7973379|405655N|1074807W|40.9486183|-107.801931
169731|Woodbury Gulch|Valley|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|02/06/2018||||405953N|1074859W|40.9981541|-107.816448|405649N|1074914W|40.9468738|-107.8205096
169732|Thornburgh Gulch|Valley|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|02/06/2018||||405853N|1074645W|40.9814764|-107.7792934|405341N|1074518W|40.8946368|-107.755074
169733|Bighole Butte|Summit|Colorado|08|Moffat|081|Bighole Butte|10/13/1978|11/20/2018||||405323N|1075716W|40.8898604|-107.9545302|||0.0|0.0
169734|Bighole Gulch|Valley|Colorado|08|Moffat|081|Bighole Butte|10/13/1978|11/20/2018||||405848N|1075747W|40.9801264|-107.9631002|404621N|1074646W|40.7725649|-107.7795149
169735|Scandinavian Gulch|Valley|Colorado|08|Moffat|081|Bighole Butte|10/13/1978|03/24/2016||||405922N|1075456W|40.9893232|-107.9154247|404847N|1074801W|40.8130758|-107.8002138
169736|Dry Gulch|Valley|Wyoming|56|Carbon|007|McPherson Springs|10/13/1978|10/23/2017||||410025N|1075455W|41.0068532|-107.9152605|404740N|1074634W|40.7945513|-107.7760241
169738|Fly Creek|Stream|Colorado|08|Routt|107|Grieve Reservoir|10/13/1978|05/07/2012||||410011N|1071837W|41.0030211|-107.3103371|405533N|1071754W|40.9258028|-107.298317
169739|Mule Creek|Stream|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|||||405842N|1072320W|40.9782991|-107.3889504|405601N|1072544W|40.9336111|-107.4288889
169740|Jack Rabbit Creek|Stream|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|||||405847N|1072301W|40.979688|-107.3836725|405502N|1072629W|40.9172222|-107.4413889
169741|Bakers Peak|Summit|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|11/14/2017||||405505N|1072722W|40.9181294|-107.4562269|||0.0|0.0
169742|Serviceberry Mountain|Summit|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|11/14/2017||||405641N|1072919W|40.944668|-107.4886204|||0.0|0.0
169743|Smith Rim|Summit|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|09/07/2022||||405445N|1072607W|40.9124604|-107.4353298|||0.0|0.0
169744|Box Spring|Spring|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|08/08/2021||||405324N|1072640W|40.8900316|-107.4444266|||0.0|0.0
169745|OVO Reservoir|Reservoir|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|02/07/2019||||405239N|1072728W|40.8774847|-107.457799|||0.0|0.0
169746|Spring Creek|Stream|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|||||405319N|1072820W|40.8885782|-107.4722862|405417N|1072738W|40.9047222|-107.4605556
169747|First Creek|Stream|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|||||405539N|1072250W|40.9274667|-107.3806169|405307N|1072615W|40.8852778|-107.4375
169748|Box Spring Creek|Stream|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|||||405301N|1072754W|40.8835783|-107.4650637|405213N|1072610W|40.8702453|-107.4361741
169749|Putt Creek|Stream|Wyoming|56|Carbon|007|Savery|10/13/1978|11/14/2007||||410040N|1072651W|41.0110763|-107.447563|405612N|1072952W|40.9366329|-107.4978422
169750|Second Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405522N|1072214W|40.9227447|-107.3706167|405128N|1072241W|40.8577458|-107.378117
169751|Slater Creek|Stream|Colorado|08|Routt|107|Bakers Peak|10/13/1978|||||405942N|1072309W|40.9949655|-107.3858948|404647N|1070507W|40.7796929|-107.0853321
169752|Little Field Draw|Valley|Colorado|08|Moffat|081|Bakers Peak|10/13/1978|02/02/2018||||405600N|1072246W|40.9334074|-107.379414|405636N|1072009W|40.9432578|-107.3358644
169753|Mud Spring Draw|Valley|Colorado|08|Moffat|081|Fortification NE|10/13/1978|04/23/2016||||405547N|1073413W|40.9298365|-107.5701654|404654N|1073642W|40.7816659|-107.6117193
169754|Willow Creek|Stream|Wyoming|56|Carbon|007|Dixon|10/13/1978|11/14/2007||||410133N|1073257W|41.0258333|-107.5491667|404829N|1072403W|40.8080244|-107.4008955
169755|Pitt Draw|Valley|Utah|49|Daggett|009|Swallow Canyon|10/13/1978|02/07/2018||||404715N|1090529W|40.787505|-109.0914408|404735N|1090254W|40.7929285|-109.0484191
169761|Hog Lake|Lake|Colorado|08|Moffat|081|Lodore School|10/13/1978|02/11/2019||||405014N|1085928W|40.8372588|-108.9909766|||0.0|0.0
169762|Flynn Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404941N|1085932W|40.8280163|-108.9923416|||0.0|0.0
169763|Warren Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404911N|1085821W|40.8196832|-108.9726187|||0.0|0.0
169764|Spitzie Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404922N|1085751W|40.8227388|-108.9642851|||0.0|0.0
169766|JS Hoy Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404802N|1085636W|40.800517|-108.9434512|||0.0|0.0
169767|Nelson Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404819N|1085532W|40.8052394|-108.9256728|||0.0|0.0
169769|Goodman Gulch|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|10/26/2016||||404832N|1085504W|40.8089297|-108.9178209|405308N|1085126W|40.8854345|-108.8571115
169770|Sterling Spring|Spring|Colorado|08|Moffat|081|Lodore School|10/13/1978|04/18/2011||||404922N|1085304W|40.8227803|-108.8844526|||0.0|0.0
169772|Harry Holy Bottom|Bend|Colorado|08|Moffat|081|Sparks|10/13/1978|||||405438N|1084749W|40.9105173|-108.7970577|||0.0|0.0
169775|Allen Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404639N|1085420W|40.777462|-108.9056722|||0.0|0.0
169776|Grimes Bottom|Bend|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404558N|1085351W|40.7660733|-108.8976163|||0.0|0.0
169777|Wilson Place|Populated Place|Colorado|08|Moffat|081|Lodore School|10/13/1978|06/07/2022||||404543N|1085337W|40.7619067|-108.8937274|||0.0|0.0
169778|Vermillion Creek|Stream|Colorado|08|Moffat|081|Lodore School|10/13/1978|08/13/2019|Official|Board Decision|01/01/1968|404544N|1085312W|40.7621845|-108.8867827|410520N|1084722W|41.08885|-108.7895575
169781|Chokecherry Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404847N|1085841W|40.8129354|-108.9780673|404620N|1090130W|40.7722505|-109.0249252
169782|Warren Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404811N|1085732W|40.802942|-108.9588965|404555N|1085917W|40.7651402|-108.9881427
169783|Yellow Jacket Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404754N|1085814W|40.7984306|-108.9704907|404518N|1090101W|40.7549703|-109.0169298
169784|Davis Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404745N|1085630W|40.7958671|-108.9417962|404336N|1085910W|40.7265691|-108.9860252
169785|Hoy Draw|Valley|Colorado|08|Moffat|081|Lodore School|10/13/1978|07/20/2016||||404707N|1085516W|40.7852|-108.9211713|404526N|1085651W|40.7572263|-108.9475566
169786|Hoy Spring|Spring|Colorado|08|Moffat|081|Lodore School|10/13/1978|04/18/2011||||404520N|1085650W|40.7555234|-108.9471629|||0.0|0.0
169787|Bull Canyon|Valley|Colorado|08|Moffat|081|Big Joe Basin|10/13/1978|03/24/2016||||404520N|1084735W|40.7555562|-108.7931111|404616N|1084628W|40.7709819|-108.774485
169789|Matt Spring|Spring|Colorado|08|Moffat|081|Tanks Peak|10/13/1978|||||402954N|1085100W|40.4982984|-108.8501133|||0.0|0.0
169790|Matt Creek|Stream|Colorado|08|Moffat|081|Big Joe Basin|10/13/1978|||||404636N|1085134W|40.7766292|-108.8595596|404929N|1085055W|40.8247222|-108.8486111
